Fecha_Cierre,Modulo,Tipo_Ope,Cod_Ofi,Desc_Ofi,Cta_Cliente,Operacion,Sub_Operacion,Sub_Tipo,Plazo,Monto_Desembolso_MN,Fec_Desembolso,Tasa,Total_Cuotas
28/02/2018,104,2,5,AG ZONA FRANCA,100224,7616256,0,1,557,3000,22/02/2018,0.4404,18
28/02/2018,101,3,213,EOBP CHOCOPE,100065,7585528,0,1,246,30000,6/02/2018,0.24,4
28/02/2018,101,3,213,EOBP CHOCOPE,100094,7612614,0,99,270,50000,22/02/2018,0.24,4
28/02/2018,101,2,3,AG HUAMACHUCO,100473,7581137,0,3,369,2000,2/02/2018,0.49,12
28/02/2018,102,11,8,AG LA ESPERANZA,127784,7612461,0,16,365,1000,22/02/2018,0.7219,12
28/02/2018,102,11,16,AG TUMBES,132272,7595900,0,8,183,500,12/02/2018,0.7548,6
28/02/2018,102,11,11,AG CHICLAYO,129622,7580611,0,8,365,2000,2/02/2018,0.8165,12
28/02/2018,102,11,16,AG TUMBES,132166,7622638,0,16,368,1100,27/02/2018,0.6919,12
28/02/2018,101,3,2,AG CHEPEN,100514,7584424,0,1,98,15000,6/02/2018,0.3,4
28/02/2018,101,3,2,AG CHEPEN,100522,7584162,0,3,183,65000,7/02/2018,0.24,4
28/02/2018,104,2,3,AG HUAMACHUCO,100573,7601386,0,1,424,15000,15/02/2018,0.2772,12
28/02/2018,104,1,3,AG HUAMACHUCO,100577,7592725,0,1,91,50000,12/02/2018,0.2159,1
28/02/2018,103,2,16,AG TUMBES,100729,7580046,0,1,364,2000,2/02/2018,0.6812,12
28/02/2018,104,2,5,AG ZONA FRANCA,100589,7586315,0,6,365,3500,6/02/2018,0.4164,12
28/02/2018,103,10,5,AG ZONA FRANCA,100897,7580971,0,1,60,2000,2/02/2018,0.18,1
28/02/2018,101,3,213,EOBP CHOCOPE,101451,7583075,0,1,279,PEN 40000,6/02/2018,0.2499,4
28/02/2018,104,2,3,AG HUAMACHUCO,100713,7579598,0,1,608,49500,1/02/2018,0.2016,18
28/02/2018,101,3,213,EOBP CHOCOPE,101588,7613605,0,1,205,5000,21/02/2018,0.3701,4
28/02/2018,104,2,5,AG ZONA FRANCA,100794,7614611,0,9990,367,5000,21/02/2018,0.3163,12
28/02/2018,103,11,5,AG ZONA FRANCA,101170,7622834,0,1,369,5000,26/02/2018,0.18,12
28/02/2018,101,3,14,AG VIRU,101797,7600799,0,1,176,6000,19/02/2018,0.4276,4
28/02/2018,104,7,81,AG SANTIAGO DE CHUCO,100853,7608611,0,1,745,30000,19/02/2018,0.2564,24
28/02/2018,101,1,213,EOBP CHOCOPE,101871,7580699,0,3,164,2500,2/02/2018,0.5,1
28/02/2018,101,3,213,EOBP CHOCOPE,102145,7577748,0,3,211,8000,2/02/2018,0.45,4
28/02/2018,102,32,67,AG CHACHAPOYAS,159258,7611712,0,1,335,2500,20/02/2018,0.6478,11
28/02/2018,101,1,213,EOBP CHOCOPE,102253,7588540,0,3,182,5000,8/02/2018,0.5,1
28/02/2018,104,2,8,AG LA ESPERANZA,101025,7612482,0,1,367,6000,21/02/2018,0.3401,12
28/02/2018,101,3,2,AG CHEPEN,102520,7588499,0,1,182,10000,8/02/2018,0.34,4
28/02/2018,103,11,7,AG EL PORVENIR,101619,7620384,0,1,1115,20000,24/02/2018,0.18,36
28/02/2018,103,2,219,EOBP OTUZCO,101635,7627242,0,1,94,500,28/02/2018,0.8165,3
28/02/2018,103,36,14,AG VIRU,101719,7626089,0,12,367,1000,28/02/2018,0.5,12
28/02/2018,104,2,14,AG VIRU,101326,7605381,0,7,212,2000,17/02/2018,0.372,5
28/02/2018,101,2,66,AG TARAPOTO,103330,7599775,0,1,547,65000,14/02/2018,0.224,18
28/02/2018,103,11,14,AG VIRU,101945,7593995,0,1,96,300,9/02/2018,0.5555,3
28/02/2018,104,1,5,AG ZONA FRANCA,101698,7611286,0,1,90,30000,20/02/2018,0.2,1
28/02/2018,103,11,8,AG LA ESPERANZA,102343,7621331,0,1,375,2000,26/02/2018,0.18,12
28/02/2018,104,2,14,AG VIRU,101716,7593253,0,1,732,25000,12/02/2018,0.2233,24
28/02/2018,103,11,5,AG ZONA FRANCA,102567,7581930,0,1,546,10000,2/02/2018,0.18,18
28/02/2018,101,3,2,AG CHEPEN,105279,7593209,0,1,181,4000,9/02/2018,0.44,4
28/02/2018,104,2,14,AG VIRU,101811,7596412,0,7,372,7000,23/02/2018,0.3163,12
28/02/2018,101,2,2,AG CHEPEN,105380,7579857,0,1,384,2500,1/02/2018,0.45,12
28/02/2018,104,2,5,AG ZONA FRANCA,102064,7579373,0,6,181,1000,3/02/2018,0.4898,6
28/02/2018,101,2,2,AG CHEPEN,105543,7601661,0,1,425,10000,14/02/2018,0.3378,12
28/02/2018,101,2,2,AG CHEPEN,105639,7604374,0,1,367,1500,16/02/2018,0.53,12
28/02/2018,101,3,2,AG CHEPEN,105773,7615019,0,1,954,20000,28/02/2018,0.2973,10
28/02/2018,101,3,2,AG CHEPEN,105815,7602247,0,1,210,4000,15/02/2018,0.44,8
28/02/2018,103,11,5,AG ZONA FRANCA,104881,7580950,0,1,734,2400,2/02/2018,0.18,24
28/02/2018,103,11,5,AG ZONA FRANCA,104881,7624048,0,1,1099,5000,27/02/2018,0.18,36
28/02/2018,103,2,5,AG ZONA FRANCA,104928,7599995,0,1,366,1000,14/02/2018,0.5881,12
28/02/2018,101,3,2,AG CHEPEN,106080,7595570,0,1,214,3500,12/02/2018,0.41,4
28/02/2018,103,11,2,AG CHEPEN,105647,7581307,0,1,182,6000,2/02/2018,0.18,6
28/02/2018,101,3,2,AG CHEPEN,106399,7624018,0,1,130,5000,27/02/2018,0.42,4
28/02/2018,103,36,2,AG CHEPEN,105844,7624653,0,12,1097,20000,28/02/2018,0.2743,36
28/02/2018,103,11,2,AG CHEPEN,106275,7614149,0,1,306,6000,21/02/2018,0.18,10
28/02/2018,104,2,8,AG LA ESPERANZA,102870,7611206,0,6,732,10000,20/02/2018,0.2548,24
